ieee_text,list_num,sentence_num
The BRIGHT LANTERNS were GAY on the DARK LAWN. ,48,475
We DON'T GET much MONEY but we HAVE FUN. ,48,476
"The YOUTH DROVE with ZEST, but LITTLE SKILL. ",48,477
FIVE YEARS he LIVED with a SHAGGY DOG. ,48,478
A FENCE CUTS THROUGH the CORNER LOT. ,48,479
The WAY to SAVE MONEY is NOT to SPEND much. ,49,480
SHUT the HATCH BEFORE the WAVES PUSH it in. ,49,481
The ODOR of SPRING makes YOUNG HEARTS JUMP. ,49,482
CRACK the WALNUT with your SHARP SIDE TEETH. ,49,483
He OFFERED PROOF in the FORM of a LARGE CHART. ,49,484
SEND the STUFF in a THICK PAPER BAG. ,49,485
A QUART of MILK is WATER for the MOST PART. ,49,486
They TOLD WILD TALES to FRIGHTEN HIM. ,49,487
The THREE STORY HOUSE was BUILT of STONE. ,49,488
In the REAR of the GROUND FLOOR was a LARGE PASSAGE. ,49,489
A MAN in a BLUE SWEATER SAT at the DESK. ,50,490
OATS are a FOOD EATEN by HORSE and MAN. ,50,491
THEIR EYELIDS DROOP for WANT of SLEEP. ,50,492
A SIP of TEA REVIVES his TIRED FRIEND. ,50,493
There are MANY WAYS to DO THESE THINGS. ,50,494
TUCK the SHEET UNDER the EDGE of the MAT. ,50,495
A FORCE EQUAL to that WOULD MOVE the EARTH. ,50,496
WE LIKE to SEE CLEAR WEATHER. ,50,497
The WORK of the TAILOR is SEEN on EACH SIDE. ,50,498
TAKE a CHANCE and WIN a CHINA DOLL. ,50,499
"SHAKE the DUST from YOUR SHOES, STRANGER. ",51,500
SHE was KIND to SICK OLD PEOPLE. ,51,501
The SQUARE WOODEN CRATE was PACKED to be SHIPPED. ,51,502
The DUSTY BENCH STOOD by the STONE WALL. ,51,503
We DRESS to SUIT the WEATHER of MOST DAYS. ,51,504
SMILE WHEN you SAY NASTY WORDS. ,51,505
A BOWL of RICE is FREE with CHICKEN STEW. ,51,506
The WATER in this WELL is a SOURCE of GOOD HEALTH. ,51,507
"TAKE SHELTER in this TENT, but KEEP STILL. ",51,508
That GUY is the WRITER of a FEW BANNED BOOKS. ,51,509
The LITTLE TALES THEY TELL are FALSE. ,52,510
"The DOOR was BARRED, LOCKED, and BOLTED as WELL. ",52,511
RIPE PEARS are FIT for a QUEEN'S TABLE. ,52,512
A BIG WET STAIN was on the ROUND CARPET. ,52,513
"The KITE DIPPED and SWAYED, but STAYED ALOFT. ",52,514
The PLEASANT HOURS FLY by much TOO SOON. ,52,515
The ROOM was CROWDED WITH a WILD MOB. ,52,516
This STRONG ARM SHALL SHIELD your HONOR. ,52,517
She BLUSHED WHEN he GAVE her a WHITE ORCHID. ,52,518
The BEETLE DRONED in the HOT JUNE SUN. ,52,519
PRESS the PEDAL WITH your LEFT FOOT. ,53,520
NEAT PLANS FAIL WITHOUT LUCK. ,53,521
The BLACK TRUNK FELL FROM the LANDING. ,53,522
The BANK PRESSED FOR PAYMENT of the DEBT. ,53,523
The THEFT of the PEARL PIN was KEPT SECRET. ,53,524
SHAKE HANDS WITH this FRIENDLY CHILD. ,53,525
The VAST SPACE STRETCHED into the FAR DISTANCE. ,53,526
A RICH FARM is RARE in this SANDY WASTE. ,53,527
His WIDE GRIN EARNED MANY FRIENDS. ,53,528
FLAX MAKES a FINE BRAND of PAPER. ,53,529
HURDLE the PIT with the AID of a LONG POLE. ,54,530
A STRONG BID may SCARE your PARTNER STIFF. ,54,531
Even a JUST CAUSE NEEDS POWER to WIN. ,54,532
PEEP UNDER the TENT and SEE the CLOWNS. ,54,533
The LEAF DRIFTS ALONG with a SLOW SPIN. ,54,534
CHEAP CLOTHES are FLASHY but DON'T LAST. ,54,535
A THING of SMALL NOTE can CAUSE DESPAIR. ,54,536
FLOOD the MAILS with REQUESTS for THIS BOOK. ,54,537
A THICK COAT of BLACK PAINT COVERED all. ,54,538
The PENCIL was CUT to be SHARP at BOTH ENDS. ,54,539
Those LAST WORDS WERE a STRONG STATEMENT. ,55,540
He WROTE his NAME BOLDLY at the TOP of the SHEET. ,55,541
DILL PICKLES are SOUR but TASTE FINE. ,55,542
DOWN that ROAD is the WAY to the GRAIN FARMER. ,55,543
EITHER MUD or DUST are FOUND at all TIMES. ,55,544
The BEST METHOD is to FIX it in PLACE with CLIPS. ,55,545
IF you MUMBLE YOUR SPEECH will be LOST. ,55,546
At NIGHT the ALARM ROUSED him from a DEEP SLEEP. ,55,547
READ JUST WHAT the METER SAYS. ,55,548
FILL your PACK with BRIGHT TRINKETS for the POOR. ,55,549
The SMALL RED NEON LAMP went OUT. ,56,550
"CLAMS are SMALL, ROUND, SOFT, and TASTY. ",56,551
The FAN WHIRLED its ROUND BLADES SOFTLY. ,56,552
The LINE WHERE the EDGES JOIN was CLEAN. ,56,553
BREATHE DEEP and SMELL the PINEY AIR. ,56,554
It MATTERS NOT if he READS these WORDS or THOSE. ,56,555
A BROWN LEATHER BAG HUNG from its STRAP. ,56,556
A TOAD and a FROG are HARD to TELL APART. ,56,557
A WHITE SILK JACKET goes with ANY SHOES. ,56,558
A BREAK in the DAM ALMOST CAUSED a FLOOD. ,56,559
PAINT the SOCKETS in the WALL DULL GREEN. ,57,560
The CHILD CRAWLED INTO the DENSE GRASS. ,57,561
BRIBES FAIL where HONEST MEN WORK. ,57,562
"TRAMPLE the SPARK, ELSE the FLAMES will SPREAD. ",57,563
The HILT of the SWORD was CARVED with FINE DESIGNS. ,57,564
A ROUND HOLE was DRILLED through the THIN BOARD. ,57,565
FOOTPRINTS SHOWED the PATH he TOOK up the BEACH. ,57,566
SHE was WAITING at MY FRONT LAWN. ,57,567
A VENT NEAR the EDGE brought in FRESH AIR. ,57,568
PROD the OLD MULE with a CROOKED STICK. ,57,569
It is a BAND of STEEL THREE INCHES WIDE. ,58,570
The PIPE RAN ALMOST the LENGTH of the DITCH. ,58,571
It was HIDDEN from SIGHT by a MASS of LEAVES and SHRUBS. ,58,572
The WEIGHT of the PACKAGE was SEEN on the HIGH SCALE. ,58,573
"WAKE and RISE, and STEP into the GREEN OUTDOORS. ",58,574
The GREEN LIGHT in the BROWN BOX FLICKERED. ,58,575
The BRASS TUBE CIRCLED the HIGH WALL. ,58,576
The LOBES of her EARS were PIERCED to HOLD RINGS. ,58,577
HOLD the HAMMER near the END to DRIVE the NAIL. ,58,578
NEXT SUNDAY IS the TWELFTH of the MONTH. ,58,579
EVERY WORD and PHRASE he SPEAKS is TRUE. ,59,580
He PUT his LAST CARTRIDGE into the GUN and FIRED. ,59,581
They TOOK their KIDS FROM the PUBLIC SCHOOL. ,59,582
DRIVE the SCREW STRAIGHT INTO the WOOD. ,59,583
KEEP the HATCH TIGHT and the WATCH CONSTANT. ,59,584
SEVER the TWINE with a QUICK SNIP of the KNIFE. ,59,585
PAPER will DRY OUT WHEN WET. ,59,586
SLIDE the CATCH BACK and OPEN the DESK. ,59,587
HELP the WEAK to PRESERVE THEIR STRENGTH. ,59,588
A SULLEN SMILE GETS FEW FRIENDS. ,59,589
STOP WHISTLING and WATCH the BOYS MARCH. ,60,590
"JERK the CORD, and OUT TUMBLES the GOLD. ",60,591
SLIDE the TRAY ACROSS the GLASS TOP. ,60,592
The CLOUD MOVED in a STATELY WAY and was GONE. ,60,593
LIGHT MAPLE MAKES for a SWELL ROOM. ,60,594
SET the PIECE HERE and SAY NOTHING. ,60,595
DULL STORIES MAKE HER LAUGH. ,60,596
A STIFF CORD WILL do to FASTEN your SHOE. ,60,597
GET the TRUST FUND to the BANK EARLY. ,60,598
CHOOSE BETWEEN the HIGH ROAD and the LOW. ,60,599
A PLEA for FUNDS SEEMS to COME AGAIN. ,61,600
He LENT his COAT to the TALL GAUNT STRANGER. ,61,601
There is a STRONG CHANCE it will HAPPEN ONCE MORE. ,61,602
The DUKE LEFT the PARK in a SILVER COACH. ,61,603
GREET the NEW GUESTS and LEAVE QUICKLY. ,61,604
WHEN the FROST has COME it is TIME for TURKEY. ,61,605
SWEET WORDS WORK BETTER than FIERCE. ,61,606
A THIN STRIPE RUNS DOWN the MIDDLE. ,61,607
A SIX COMES up MORE OFTEN than a TEN. ,61,608
LUSH FERN GROW on the LOFTY ROCKS. ,61,609
The RAM SCARED the SCHOOL CHILDREN OFF. ,62,610
The TEAM with the BEST TIMING LOOKS GOOD. ,62,611
The FARMER SWAPPED his HORSE for a BROWN OX. ,62,612
SIT on the PERCH and TELL the OTHERS what to DO. ,62,613
A STEEP TRAIL is PAINFUL for OUR FEET. ,62,614
The EARLY PHASE of LIFE MOVES FAST. ,62,615
GREEN MOSS GROWS on the NORTHERN SIDE. ,62,616
TEA in THIN CHINA has a SWEET TASTE. ,62,617
PITCH the STRAW THROUGH the DOOR of the STABLE. ,62,618
The LATCH on the BACK GATE NEEDED a NAIL. ,62,619
The GOOSE was BROUGHT STRAIGHT from the OLD MARKET. ,63,620
The SINK is the THING in WHICH we PILE DISHES. ,63,621
A WHIFF of it will CURE the MOST STUBBORN COLD. ,63,622
The FACTS DON'T ALWAYS SHOW who is RIGHT. ,63,623
She FLAPS HER CAPE as she PARADES the STREET. ,63,624
The LOSS of the CRUISER WAS a BLOW to the FLEET. ,63,625
LOOP the BRAID to the LEFT and THEN OVER. ,63,626
PLEAD with the LAWYER to DROP the LOST CAUSE. ,63,627
CALVES THRIVE on TENDER SPRING GRASS. ,63,628
POST NO BILLS on this OFFICE WALL. ,63,629
TEAR a THIN SHEET from the YELLOW PAD. ,64,630
A CRUISE in warm WATERS in a SLEEK YACHT is FUN. ,64,631
A STREAK of COLOR ran DOWN the LEFT EDGE. ,64,632
It was DONE BEFORE the BOY could SEE IT. ,64,633
CROUCH BEFORE you JUMP or MISS the MARK. ,64,634
PACK the KITS and DON'T FORGET the SALT. ,64,635
The SQUARE PEG will SETTLE in the ROUND HOLE. ,64,636
FINE SOAP SAVES TENDER SKIN. ,64,637
POACHED EGGS and TEA MUST SUFFICE. ,64,638
BAD NERVES are JANGLED by a DOOR SLAM. ,64,639
SHIP MAPS are DIFFERENT FROM those for PLANES. ,65,640
DIMES SHOWERED DOWN from ALL SIDES. ,65,641
They SANG the SAME TUNES at EACH PARTY. ,65,642
The SKY in the WEST is TINGED with ORANGE RED. ,65,643
The PODS of PEAS FERMENT in BARE FIELDS. ,65,644
The HORSE BALKED and THREW the TALL RIDER. ,65,645
The HITCH BETWEEN the HORSE and CART BROKE. ,65,646
PILE the COAL HIGH in the SHED CORNER. ,65,647
A GOLD VASE is BOTH RARE and COSTLY. ,65,648
The KNIFE was HUNG INSIDE its BRIGHT SHEATH. ,65,649
The RAREST SPICE comes FROM the FAR EAST. ,66,650
The ROOF SHOULD be TILTED at a SHARP SLANT. ,66,651
A SMATTER of FRENCH is WORSE THAN NONE. ,66,652
The MULE TROD the TREADMILL DAY and NIGHT. ,66,653
The AIM of the CONTEST is to RAISE a GREAT FUND. ,66,654
To SEND it NOW in LARGE AMOUNTS is BAD. ,66,655
There is a FINE HARD TANG in SALTY AIR. ,66,656
COD is the MAIN BUSINESS of the NORTH SHORE. ,66,657
The SLAB was HEWN from HEAVY BLOCKS of SLATE. ,66,658
DUNK the STALE BISCUITS into STRONG DRINK. ,66,659
HANG TINSEL FROM BOTH BRANCHES. ,67,660
CAP the JAR with a TIGHT BRASS COVER. ,67,661
The POOR BOY MISSED the BOAT AGAIN. ,67,662
Be SURE to SET the LAMP FIRMLY in the HOLE. ,67,663
PICK a CARD and SLIP it UNDER the PACK. ,67,664
A ROUND MAT will COVER the DULL SPOT. ,67,665
The FIRST PART of the PLAN NEEDS CHANGING. ,67,666
A GOOD BOOK INFORMS of what we OUGHT to KNOW. ,67,667
The MAIL COMES in THREE BATCHES per DAY. ,67,668
You CANNOT BREW TEA in a COLD POT. ,67,669
DOTS of LIGHT BETRAYED the BLACK CAT. ,68,670
PUT the CHART on the MANTEL and TACK it DOWN. ,68,671
The NIGHT SHIFT men RATE EXTRA PAY. ,68,672
The RED PAPER BRIGHTENED the DIM STAGE. ,68,673
SEE the PLAYER SCOOT to THIRD BASE. ,68,674
SLIDE the BILL BETWEEN the TWO LEAVES. ,68,675
MANY HANDS HELP get the JOB DONE. ,68,676
We DON'T LIKE to ADMIT our SMALL FAULTS. ,68,677
NO DOUBT about the WAY the WIND BLOWS. ,68,678
DIG DEEP in the EARTH for PIRATE'S GOLD. ,68,679
The STEADY DRIP is WORSE than a DRENCHING RAIN. ,69,680
A FLAT PACK takes LESS LUGGAGE SPACE. ,69,681
GREEN ICE FROSTED the PUNCH BOWL. ,69,682
A STUFFED CHAIR SLIPPED from the MOVING VAN. ,69,683
The STITCH will SERVE BUT NEEDS to be SHORTENED. ,69,684
A THIN BOOK FITS in the SIDE POCKET. ,69,685
The GLOSS on TOP MADE it UNFIT to READ. ,69,686
The HAIL PATTERED on the BURNT BROWN GRASS. ,69,687
SEVEN SEALS were STAMPED on GREAT SHEETS. ,69,688
Our TROOPS are SET to STRIKE HEAVY BLOWS. ,69,689
The STORE was JAMMED BEFORE the SALE could START. ,70,690
It was a BAD ERROR on the PART of the NEW JUDGE. ,70,691
ONE STEP MORE and the BOARD will COLLAPSE. ,70,692
TAKE the MATCH and STRIKE it AGAINST your SHOE. ,70,693
"The POT BOILED, but the CONTENTS FAILED to GEL. ",70,694
The BABY PUTS his RIGHT FOOT in his MOUTH. ,70,695
The BOMBS LEFT MOST of the TOWN in RUINS. ,70,696
STOP and STARE at the HARD WORKING MAN. ,70,697
The STREETS are NARROW and FULL of SHARP TURNS. ,70,698
The PUP JERKED the LEASH as he saw a FELINE SHAPE. ,70,699
OPEN YOUR BOOK to the FIRST PAGE. ,71,700
FISH EVADE the NET and SWIM OFF. ,71,701
DIP the PAIL ONCE and LET it SETTLE. ,71,702
WILL you PLEASE ANSWER THAT PHONE. ,71,703
The BIG RED APPLE FELL to the GROUND. ,71,704
The CURTAIN ROSE and the SHOW WAS ON. ,71,705
The YOUNG PRINCE BECAME HEIR to the THRONE. ,71,706
HE SENT the BOY on a SHORT ERRAND. ,71,707
LEAVE NOW and YOU will ARRIVE on TIME. ,71,708
The CORNER STORE was ROBBED LAST NIGHT. ,71,709
A GOLD RING will PLEASE most ANY GIRL. ,72,710
The LONG JOURNEY HOME TOOK a YEAR. ,72,711
SHE SAW a CAT in the NEIGHBOR'S HOUSE. ,72,712
A PINK SHELL was FOUND on the SANDY BEACH. ,72,713
SMALL CHILDREN CAME to SEE HIM. ,72,714
The GRASS and BUSHES WERE WET with DEW. ,72,715
The BLIND MAN COUNTED his OLD COINS. ,72,716
A SEVERE STORM TORE DOWN the BARN. ,72,717
SHE CALLED his NAME MANY TIMES.,72,718
"WHEN you HEAR the BELL, COME QUICKLY. ",72,719
